관리번호,정류장명,경도,위도,관리기관
250026611,고탄농협,127.70928,37.98821,춘천
250026617,공단입구,127.7499,37.89101,춘천
250026618,공단입구,127.74996,37.89086,춘천
250026619,오탄2리입구,127.60929,38.04967,춘천
250026620,오탄3리입구,127.61007,38.05073,춘천
250026621,삼포,127.71267,37.79906,춘천
250026622,방아간앞,127.77834,37.93805,춘천
250026623,침례교회앞,127.77932,37.93931,춘천
250026624,원정사입구,127.7793,37.94188,춘천
250026625,유포리,127.77861,37.94605,춘천
250026626,국유림관리소앞,127.77341,37.93095,춘천
250026627,상걸2리,127.85525,37.85547,춘천
250026628,상걸2리,127.8561,37.85477,춘천
250026629,한화제약입구,127.56784,37.75663,춘천
250026630,한화제약입구,127.5675,37.75686,춘천
250026631,박암리,127.5292,37.73051,춘천
250026632,부강연립앞,127.71219,37.87869,춘천
250026633,당림1리3반,127.61665,37.85903,춘천
250026634,당림1리5반,127.60552,37.846,춘천
250026635,풀무원입구,127.60803,37.84255,춘천
250026636,당림리,127.60195,37.8502,춘천
250026637,신촌리입구,127.77535,37.85403,춘천
250026638,당림1리5반,127.60101,37.85301,춘천
250026639,덕두원주말농장,127.64075,37.87423,춘천
250026640,덕두원주말농장,127.64089,37.8742,춘천
250026641,산수1리,127.67589,37.70885,춘천
250026642,강원도시가스,127.74819,37.8861,춘천
250026643,강원도시가스,127.7479,37.88591,춘천
250026644,소양1교,127.73183,37.89382,춘천
250026645,소양로1가,127.72952,37.89379,춘천
250026646,평화공원,127.71776,37.88912,춘천
250026647,평화공원,127.71811,37.88902,춘천
250026649,부강연립,127.71178,37.87849,춘천
250026650,강원대정문,127.73784,37.86634,춘천
250026651,강원대정문,127.73786,37.86658,춘천
250026652,자연과학대학쪽문,127.74127,37.87219,춘천
250026653,강원학생과학관입구,127.74097,37.87204,춘천
250026655,천전삼거리,127.78151,37.93013,춘천
250026656,상천초교입구,127.78335,37.93391,춘천
250026657,상천초교입구,127.78315,37.93384,춘천
250026658,롯데마트,127.75832,37.86672,춘천
250026659,롯데마트,127.75846,37.86672,춘천
250026660,스무숲입구,127.7487,37.85055,춘천
250026661,고용노동부,127.74465,37.85151,춘천
250026662,강원체고앞,127.6928,37.8591,춘천
250026663,강원체고앞,127.6925,37.85909,춘천
250026664,춘천공원묘지,127.78518,37.94298,춘천
250026665,노일교,127.64108,37.79474,춘천
250026666,노일교,127.64107,37.79484,춘천
250026667,갈골,127.74001,37.78095,춘천
250026668,솔바우마을,127.6932,37.98989,춘천
250026669,서부지구대,127.71295,37.87461,춘천
250026670,창촌2리입구,127.6465,37.78552,춘천
250026671,창촌2리입구,127.64664,37.78548,춘천
250026672,창촌농공단지,127.64121,37.78381,춘천
250026673,삼포유원지,127.71229,37.796,춘천
250026674,삼포유원지,127.71249,37.79575,춘천
250026675,혈동1리,127.7141,37.77559,춘천
250026676,덕만리혈동1리입구,127.71338,37.77319,춘천
250026677,보매기,127.64315,37.78474,춘천
250026678,춘천여고,127.76399,37.88716,춘천
250026679,유포1리,127.7618,37.94865,춘천
250026680,월송1리,127.69207,37.92935,춘천
250026681,월송1리,127.69655,37.93055,춘천
250026682,서천2리,127.53307,37.83785,춘천
250026683,서천1리,127.54411,37.84316,춘천
250026684,서천1리,127.5453,37.84327,춘천
250026685,충의대교,127.58925,37.72662,춘천
250026686,신촌1리,127.78532,37.8553,춘천
250026687,신촌1리,127.78535,37.8551,춘천
250026688,행촌리종점,127.67478,37.74733,춘천
250026689,홈플러스,127.73406,37.85075,춘천
250026690,만천주공아파트,127.75938,37.88426,춘천
250026691,만천주공아파트,127.75937,37.88436,춘천
250026692,새고개,127.71957,37.79999,춘천
250026693,서천분교,127.5554,37.83593,춘천
250026694,서천분교,127.55523,37.83619,춘천
250026695,발산1리1반,127.60257,37.73213,춘천
250026696,발산1리1반,127.602,37.73206,춘천
250026697,당림초교,127.6079,37.83722,춘천
250026698,거두1리1반,127.77386,37.86084,춘천
250026699,지내리,127.72798,37.9436,춘천
250026700,감정리,127.78819,37.90007,춘천
250026701,만천3리,127.7809,37.87507,춘천
250026702,올미,127.73416,37.93036,춘천
250026703,올미,127.73428,37.93038,춘천
250026704,당림리,127.605,37.83387,춘천
250026705,방동리입구,127.6892,37.89487,춘천
250026706,서상마을회관,127.6611,37.93532,춘천
250026707,서상2리,127.67055,37.93649,춘천
250026708,서상2리,127.67701,37.93805,춘천
250026709,서상2리,127.6649,37.93611,춘천
250026710,우러니입구,127.69132,37.73582,춘천
250026711,강촌수련원앞,127.6011,37.82917,춘천
250026712,덕두원2리1반,127.6623,37.85747,춘천
250026713,검문소종점,127.76238,37.82007,춘천
250026714,한국산업인력공단,127.76223,37.82083,춘천
250026715,창촌3리2반,127.6402,37.77566,춘천
250026716,관천리종점,127.51235,37.72338,춘천
250026717,산천2리종점,127.74758,37.96099,춘천
250026718,오항리종점,127.90441,37.97751,춘천
250026719,청평사종점,127.81763,37.98044,춘천
250026720,양통종점,127.73786,38.00188,춘천
250026721,오탄리종점,127.58151,38.05263,춘천
250026722,수동1리종점,127.67931,37.77334,춘천
250026723,창촌3리종점,127.62605,37.77674,춘천
250026724,혈동1리종점,127.69999,37.77156,춘천
250026725,증4리,127.73108,37.79876,춘천
250026726,혈동2리종점,127.68745,37.78527,춘천
250026727,서상2리종점,127.65796,37.93438,춘천
250026728,방동리종점,127.66556,37.90907,춘천
250026729,백양리종점,127.57326,37.81032,춘천
250026730,유포2리종점,127.77681,37.95236,춘천
250026731,가정리종점,127.5774,37.76331,춘천
250026732,발산리종점,127.76644,37.9628,춘천
250026733,거두2리종점,127.78735,37.86114,춘천
250026734,용산3리종점,127.7075,37.94648,춘천
250026735,지내2리종점,127.72099,37.95975,춘천
250026736,올미종점,127.73725,37.92629,춘천
250026737,지암리종점,127.59532,37.97542,춘천
250026738,재취골,127.73137,37.7892,춘천
250026739,조양3리종점,127.83273,37.7511,춘천
250026740,봉명리종점,127.81239,37.77383,춘천
250026741,구곡폭포종점,127.61657,37.79721,춘천
250026742,안보2리종점,127.57649,37.84989,춘천
250026743,당림3반종점,127.61857,37.86235,춘천
250026744,덕두2리종점,127.6294,37.88322,춘천
250026745,창총농공단지,127.64133,37.78371,춘천
250026746,방곡2리종점,127.62929,37.78819,춘천
250026747,설미종점,127.67907,37.80988,춘천
250026748,월곡리종점,127.80804,37.92263,춘천
250026749,월송3리종점,127.67544,37.91701,춘천
250026750,애니메이션박물관,127.68981,37.89259,춘천
250026751,오월리종점,127.62511,37.96632,춘천
250026752,공대후문,127.73786,37.86949,춘천
250026753,공대후문,127.73809,37.86949,춘천
250026754,가재미마을,127.68595,37.926,춘천
250026755,월송1리,127.68391,37.9292,춘천
250026756,월송1리,127.68006,37.92797,춘천
250026757,월송2리,127.69365,37.91846,춘천
250026758,삽다리고개,127.65824,37.73669,춘천
250026759,추곡리,127.8803,38.02973,춘천
250026760,창촌3리삼거리,127.64252,37.77079,춘천
250026761,전력산업단지,127.6274,37.76463,춘천
250026762,백치고개정상,127.81564,38.00304,춘천
250026763,광판삼거리,127.71165,37.74378,춘천
250026764,호수요양병원,127.6956,37.98248,춘천
250026765,거두리종점,127.79178,37.86158,춘천
250026766,춘천여고입구,127.76414,37.88698,춘천
250026767,한신휴플러스,127.72593,37.88424,춘천
250026768,e편한세상,127.72612,37.88427,춘천
250026769,사암2리 마을회관,127.76679,37.83983,춘천
250026770,사암2리,127.77047,37.83562,춘천
250026771,거두1리1반,127.7697,37.86035,춘천
250026772,사암4리,127.76405,37.82373,춘천
250026773,사암리,127.76766,37.82608,춘천
250026774,의암리입구,127.68163,37.82742,춘천
250026775,의암리입구,127.68137,37.82757,춘천
250026776,학곡리,127.76288,37.82177,춘천
250026777,증4리,127.72803,37.79941,춘천
250026778,장학교차로,127.75562,37.89386,춘천
250026779,장학해온채아파트,127.75407,37.89708,춘천
250026780,장학해온채아파트,127.75377,37.8983,춘천
250026781,꿈자람어린이공원,127.72033,37.88369,춘천
250026782,꿈자람어린이공원,127.7201,37.88362,춘천
250026783,성우호반통학,127.75679,37.85664,춘천
250026784,우레골입구,127.6052,38.04559,춘천
250026785,오월2리,127.6272,37.96821,춘천
250026786,오월2리,127.62918,37.96969,춘천
250026787,오월2리,127.63555,37.97157,춘천
250026788,강원숲체험장입구,127.64079,37.97168,춘천
250026789,오월2리,127.64156,37.97515,춘천
250026790,오월리납실교,127.64305,37.97862,춘천
250026791,증4리,127.72807,37.79945,춘천
250026792,장학1리마을회관,127.7635,37.89681,춘천
250026793,장학1리마을회관,127.7635,37.89696,춘천
250026794,하일종점,127.75504,37.91388,춘천
250026795,하일,127.75688,37.9137,춘천
250026796,장학2리,127.75673,37.91067,춘천
250026797,장학2리,127.75471,37.90758,춘천
250026798,장학2리마을회관,127.75374,37.90571,춘천
250026799,장학2리마을회관,127.7538,37.90562,춘천
250026800,장학2리,127.75484,37.90757,춘천
250026801,장학2리,127.75682,37.91077,춘천
250026802,하일,127.75696,37.91376,춘천
250026803,팔미1리,127.71026,37.82982,춘천
250026804,의암리입구,127.68194,37.8273,춘천
250026805,의암리입구,127.6811,37.82786,춘천
250026806,효장례문화원,127.77615,37.85762,춘천
250026807,퇴계농공단지,127.74034,37.8436,춘천
250026808,퇴계농공단지,127.73615,37.84485,춘천
250026809,도재활병원삼거리,127.73836,37.90313,춘천
250026810,강원도재활병원,127.74197,37.90388,춘천
250026811,우두사거리,127.74019,37.9069,춘천
250026812,거두농공단지,127.77879,37.8658,춘천
250026813,거두농공단지,127.78144,37.86698,춘천
250026814,거두농공단지,127.78136,37.86709,춘천
250026815,거두농공단지,127.77872,37.86591,춘천
250026816,강원도재활병원,127.74184,37.9039,춘천
250026817,간동2교,127.81118,38.02468,춘천
250026818,간동2교,127.81097,38.02464,춘천
250026819,추곡약수터입구,127.88961,38.03016,춘천
250026820,군자2리,127.73528,37.78827,춘천
250026821,팔미1리,127.7104,37.82936,춘천
250026822,산촌생태마을,127.63616,37.88022,춘천
250026823,지내1리종점,127.73276,37.96722,춘천
250026824,지내2리,127.72004,37.96121,춘천
250026825,지내2리,127.72277,37.96277,춘천
250026826,지내1리,127.72742,37.9641,춘천
250026827,지내1리,127.73013,37.96515,춘천
250026828,소망마을,127.78361,37.93342,춘천
250026829,해강아파트,127.7896,37.93281,춘천
250026830,장학부영아파트,127.7527,37.8964,춘천
250026831,장학LH1단지,127.75255,37.89636,춘천
250026832,당림1리,127.60101,37.8552,춘천
250026833,칠전대우아파트,127.7134,37.84427,춘천
250026834,칠전대우아파트,127.71306,37.8449,춘천
250026835,의암댐,127.67723,37.8375,춘천
250026836,의암댐,127.67714,37.8375,춘천
250026837,원창교,127.74384,37.78718,춘천
250026838,창촌3리,127.63645,37.7687,춘천
250026839,신동교,127.72087,37.93467,춘천
250026840,보매기,127.64375,37.78479,춘천
250026841,산수2리,127.68129,37.70216,춘천
250026842,증4리,127.72348,37.80011,춘천
250026843,송암리,127.69766,37.98875,춘천
250026844,오월교,127.64867,37.97968,춘천
250026845,간척리,127.83923,38.0287,춘천
250026846,춘천요양병원,127.7535,37.8487,춘천
250026847,운전면허시험장,127.75085,37.94759,춘천
250026848,감정리,127.78669,37.9039,춘천
250026849,지내리,127.72855,37.95138,춘천
250026850,큰물건너입구,127.6823,37.98199,춘천
250026851,서천리주명교,127.5528,37.8433,춘천
250026852,청소년야영장정문,127.87948,37.99853,춘천
250026853,청소년야영장정문,127.87962,37.99855,춘천
250026854,군자3리,127.75524,37.75996,춘천
250026855,방곡2리,127.63282,37.78882,춘천
250026856,월곡리입구,127.79428,37.91689,춘천
250026857,조양삼거리,127.76475,37.76734,춘천
250026858,오월교,127.64924,37.97957,춘천
250026859,산수1리마을회관,127.66807,37.71399,춘천
250026860,강촌입구,127.63192,37.81934,춘천
250026861,혈동1리,127.70679,37.76877,춘천
250026862,오빛뜰체험관,127.88808,37.98529,춘천
250026863,오빛뜰체험관,127.88804,37.98543,춘천
250026866,옥광산,127.80552,37.92103,춘천
